latitude,longitude,category,name,safety_score,description
11.030921,76.92169,well_lit_area,Well Lit Street 1525,8,Street has good lighting; relatively safer at night.
10.984722,76.959024,school_zone,School Zone 1526,10,Frequent pedestrian movement; safer during day.
10.978456,77.015158,crime_hotspot,Reported Incident Zone 1527,4,Area with past reported theft or incidents; caution advised.
11.087022,76.851387,isolated_area,Isolated Stretch 1528,3,Low foot traffic; avoid during late hours.
11.028697,76.979289,busy_market,Market Area 1529,5,Crowded area; safe but watch for pickpocketing.
10.993099,76.855429,night_patrol_point,Night Patrol Point 1530,7,Regular police patrol during night.
11.006347,76.876386,police_station,Police Station 1531,10,Nearby police presence improves safety.
11.091899,76.944267,police_station,Police Station 1532,7,Nearby police presence improves safety.
11.000634,77.044519,traffic_risk,Accident Prone Area 1533,4,High accident probability due to traffic conditions.
11.044662,76.962353,night_patrol_point,Night Patrol Point 1534,6,Regular police patrol during night.
11.034454,77.006366,school_zone,School Zone 1535,6,Frequent pedestrian movement; safer during day.
11.042009,76.978587,hospital,Hospital 1536,10,Emergency medical services available nearby.
10.954431,76.967153,night_patrol_point,Night Patrol Point 1537,6,Regular police patrol during night.
10.973006,76.953192,night_patrol_point,Night Patrol Point 1538,8,Regular police patrol during night.
11.078693,77.020866,hospital,Hospital 1539,6,Emergency medical services available nearby.
10.992609,76.917074,well_lit_area,Well Lit Street 1540,6,Street has good lighting; relatively safer at night.
11.033845,76.867788,traffic_risk,Accident Prone Area 1541,1,High accident probability due to traffic conditions.
11.071061,76.994018,isolated_area,Isolated Stretch 1542,1,Low foot traffic; avoid during late hours.
11.027015,76.939969,well_lit_area,Well Lit Street 1543,7,Street has good lighting; relatively safer at night.
11.010279,77.007107,well_lit_area,Well Lit Street 1544,6,Street has good lighting; relatively safer at night.
11.053255,76.970335,police_station,Police Station 1545,9,Nearby police presence improves safety.
11.095275,76.914665,hospital,Hospital 1546,10,Emergency medical services available nearby.
10.951993,77.039299,well_lit_area,Well Lit Street 1547,6,Street has good lighting; relatively safer at night.
11.068246,76.867137,community_watch,Community Watch Point 1548,10,Active local community monitoring area.
10.998442,76.904076,hospital,Hospital 1549,6,Emergency medical services available nearby.
10.988332,76.969092,crime_hotspot,Reported Incident Zone 1550,1,Area with past reported theft or incidents; caution advised.
11.006754,77.037199,well_lit_area,Well Lit Street 1551,8,Street has good lighting; relatively safer at night.
11.099431,77.018299,police_station,Police Station 1552,10,Nearby police presence improves safety.
11.050006,76.952038,busy_market,Market Area 1553,5,Crowded area; safe but watch for pickpocketing.
11.0219,76.930919,police_station,Police Station 1554,7,Nearby police presence improves safety.
11.095713,77.045531,hospital,Hospital 1555,8,Emergency medical services available nearby.
11.046267,76.970533,school_zone,School Zone 1556,10,Frequent pedestrian movement; safer during day.
11.072514,76.965793,school_zone,School Zone 1557,9,Frequent pedestrian movement; safer during day.
10.986613,76.872734,police_station,Police Station 1558,7,Nearby police presence improves safety.
11.093151,76.926736,hospital,Hospital 1559,10,Emergency medical services available nearby.
11.080949,76.860063,police_station,Police Station 1560,9,Nearby police presence improves safety.
11.085426,77.043359,traffic_risk,Accident Prone Area 1561,1,High accident probability due to traffic conditions.
11.006288,77.00827,police_station,Police Station 1562,8,Nearby police presence improves safety.
11.03105,76.900369,police_station,Police Station 1563,9,Nearby police presence improves safety.
11.003798,76.952134,crime_hotspot,Reported Incident Zone 1564,4,Area with past reported theft or incidents; caution advised.
11.017356,77.017118,community_watch,Community Watch Point 1565,9,Active local community monitoring area.
11.045157,76.856092,well_lit_area,Well Lit Street 1566,10,Street has good lighting; relatively safer at night.
11.078235,76.880543,crime_hotspot,Reported Incident Zone 1567,1,Area with past reported theft or incidents; caution advised.
10.978226,76.910441,isolated_area,Isolated Stretch 1568,2,Low foot traffic; avoid during late hours.
11.012591,76.955478,isolated_area,Isolated Stretch 1569,3,Low foot traffic; avoid during late hours.
11.019914,76.909874,crime_hotspot,Reported Incident Zone 1570,3,Area with past reported theft or incidents; caution advised.
11.096811,77.025662,isolated_area,Isolated Stretch 1571,3,Low foot traffic; avoid during late hours.
11.087327,76.914028,isolated_area,Isolated Stretch 1572,1,Low foot traffic; avoid during late hours.
11.01535,76.916432,well_lit_area,Well Lit Street 1573,7,Street has good lighting; relatively safer at night.
11.027621,77.033721,well_lit_area,Well Lit Street 1574,8,Street has good lighting; relatively safer at night.
11.009648,77.001042,busy_market,Market Area 1575,6,Crowded area; safe but watch for pickpocketing.
11.092364,76.982572,isolated_area,Isolated Stretch 1576,3,Low foot traffic; avoid during late hours.
11.036917,76.901614,isolated_area,Isolated Stretch 1577,1,Low foot traffic; avoid during late hours.
11.032484,76.959168,isolated_area,Isolated Stretch 1578,2,Low foot traffic; avoid during late hours.
11.008513,76.888844,school_zone,School Zone 1579,10,Frequent pedestrian movement; safer during day.
11.081943,76.898229,traffic_risk,Accident Prone Area 1580,1,High accident probability due to traffic conditions.
11.0139,76.893056,busy_market,Market Area 1581,6,Crowded area; safe but watch for pickpocketing.
11.00938,76.937291,well_lit_area,Well Lit Street 1582,6,Street has good lighting; relatively safer at night.
11.074192,76.906884,isolated_area,Isolated Stretch 1583,4,Low foot traffic; avoid during late hours.
11.077281,76.899737,night_patrol_point,Night Patrol Point 1584,9,Regular police patrol during night.
11.081838,76.958889,night_patrol_point,Night Patrol Point 1585,8,Regular police patrol during night.
10.977183,77.009859,hospital,Hospital 1586,7,Emergency medical services available nearby.
11.051492,77.03202,traffic_risk,Accident Prone Area 1587,1,High accident probability due to traffic conditions.
11.000089,77.004733,community_watch,Community Watch Point 1588,8,Active local community monitoring area.
11.043428,76.895691,crime_hotspot,Reported Incident Zone 1589,3,Area with past reported theft or incidents; caution advised.
11.030334,76.868295,well_lit_area,Well Lit Street 1590,10,Street has good lighting; relatively safer at night.
11.018862,76.854329,hospital,Hospital 1591,9,Emergency medical services available nearby.
11.016942,76.918809,community_watch,Community Watch Point 1592,9,Active local community monitoring area.
10.97506,76.950457,well_lit_area,Well Lit Street 1593,7,Street has good lighting; relatively safer at night.
10.955186,76.865221,police_station,Police Station 1594,7,Nearby police presence improves safety.
11.019323,76.854748,well_lit_area,Well Lit Street 1595,10,Street has good lighting; relatively safer at night.
11.075172,76.93636,busy_market,Market Area 1596,5,Crowded area; safe but watch for pickpocketing.
10.963851,77.040086,night_patrol_point,Night Patrol Point 1597,6,Regular police patrol during night.
11.091063,77.021958,isolated_area,Isolated Stretch 1598,1,Low foot traffic; avoid during late hours.
11.001065,77.033369,night_patrol_point,Night Patrol Point 1599,6,Regular police patrol during night.
11.048293,76.982319,community_watch,Community Watch Point 1600,8,Active local community monitoring area.
11.086177,76.875515,night_patrol_point,Night Patrol Point 1601,10,Regular police patrol during night.
11.002618,77.024196,school_zone,School Zone 1602,7,Frequent pedestrian movement; safer during day.
11.082023,77.04327,isolated_area,Isolated Stretch 1603,3,Low foot traffic; avoid during late hours.
10.956751,76.887544,well_lit_area,Well Lit Street 1604,6,Street has good lighting; relatively safer at night.
10.976711,76.993519,police_station,Police Station 1605,8,Nearby police presence improves safety.
10.994893,76.980336,busy_market,Market Area 1606,6,Crowded area; safe but watch for pickpocketing.
11.054939,76.965637,community_watch,Community Watch Point 1607,6,Active local community monitoring area.
11.055446,77.042263,busy_market,Market Area 1608,4,Crowded area; safe but watch for pickpocketing.
11.06612,76.998671,police_station,Police Station 1609,6,Nearby police presence improves safety.
11.042342,76.868841,school_zone,School Zone 1610,7,Frequent pedestrian movement; safer during day.
10.997199,76.987231,night_patrol_point,Night Patrol Point 1611,10,Regular police patrol during night.
10.994411,76.979098,night_patrol_point,Night Patrol Point 1612,9,Regular police patrol during night.
11.015453,76.944008,well_lit_area,Well Lit Street 1613,10,Street has good lighting; relatively safer at night.
11.090772,77.048987,night_patrol_point,Night Patrol Point 1614,10,Regular police patrol during night.
11.001383,77.011145,police_station,Police Station 1615,6,Nearby police presence improves safety.
11.084567,76.850096,crime_hotspot,Reported Incident Zone 1616,3,Area with past reported theft or incidents; caution advised.
11.043581,77.013975,well_lit_area,Well Lit Street 1617,7,Street has good lighting; relatively safer at night.
11.017734,76.865372,traffic_risk,Accident Prone Area 1618,3,High accident probability due to traffic conditions.
11.049967,76.974758,isolated_area,Isolated Stretch 1619,4,Low foot traffic; avoid during late hours.
10.960555,77.028539,school_zone,School Zone 1620,6,Frequent pedestrian movement; safer during day.
11.006635,76.988674,police_station,Police Station 1621,8,Nearby police presence improves safety.
10.993037,76.870352,isolated_area,Isolated Stretch 1622,4,Low foot traffic; avoid during late hours.
11.0788,77.002766,traffic_risk,Accident Prone Area 1623,4,High accident probability due to traffic conditions.
10.960303,76.976433,hospital,Hospital 1624,10,Emergency medical services available nearby.
11.069004,76.951377,crime_hotspot,Reported Incident Zone 1625,1,Area with past reported theft or incidents; caution advised.
11.095976,76.877264,well_lit_area,Well Lit Street 1626,6,Street has good lighting; relatively safer at night.
11.068895,76.935619,night_patrol_point,Night Patrol Point 1627,9,Regular police patrol during night.
11.029914,76.904106,school_zone,School Zone 1628,8,Frequent pedestrian movement; safer during day.
10.951522,76.89114,police_station,Police Station 1629,8,Nearby police presence improves safety.
11.05073,76.942753,hospital,Hospital 1630,9,Emergency medical services available nearby.
11.011623,76.905925,night_patrol_point,Night Patrol Point 1631,8,Regular police patrol during night.
10.986685,76.861251,school_zone,School Zone 1632,6,Frequent pedestrian movement; safer during day.
11.058026,76.879143,busy_market,Market Area 1633,4,Crowded area; safe but watch for pickpocketing.
11.082611,76.919214,hospital,Hospital 1634,7,Emergency medical services available nearby.
11.020323,77.001319,night_patrol_point,Night Patrol Point 1635,10,Regular police patrol during night.
10.981398,76.861626,well_lit_area,Well Lit Street 1636,9,Street has good lighting; relatively safer at night.
11.002798,76.953133,school_zone,School Zone 1637,7,Frequent pedestrian movement; safer during day.
11.004616,77.031488,crime_hotspot,Reported Incident Zone 1638,4,Area with past reported theft or incidents; caution advised.
11.093377,76.852316,well_lit_area,Well Lit Street 1639,9,Street has good lighting; relatively safer at night.
11.001593,77.035567,community_watch,Community Watch Point 1640,9,Active local community monitoring area.
10.994916,76.868601,police_station,Police Station 1641,6,Nearby police presence improves safety.
11.029926,77.002271,well_lit_area,Well Lit Street 1642,9,Street has good lighting; relatively safer at night.
11.028964,76.866497,busy_market,Market Area 1643,5,Crowded area; safe but watch for pickpocketing.
10.994673,76.857108,traffic_risk,Accident Prone Area 1644,3,High accident probability due to traffic conditions.
11.084401,77.025646,police_station,Police Station 1645,9,Nearby police presence improves safety.
11.049473,76.949779,hospital,Hospital 1646,8,Emergency medical services available nearby.
11.077443,76.996627,traffic_risk,Accident Prone Area 1647,4,High accident probability due to traffic conditions.
10.995987,76.968372,night_patrol_point,Night Patrol Point 1648,8,Regular police patrol during night.
10.975639,76.91918,police_station,Police Station 1649,9,Nearby police presence improves safety.
10.961411,76.921583,hospital,Hospital 1650,6,Emergency medical services available nearby.
10.964305,76.893261,school_zone,School Zone 1651,6,Frequent pedestrian movement; safer during day.
11.051028,76.929557,hospital,Hospital 1652,9,Emergency medical services available nearby.
10.981903,77.005079,school_zone,School Zone 1653,8,Frequent pedestrian movement; safer during day.
10.978213,76.941396,police_station,Police Station 1654,9,Nearby police presence improves safety.
11.043329,76.890521,traffic_risk,Accident Prone Area 1655,4,High accident probability due to traffic conditions.
11.06071,77.019536,busy_market,Market Area 1656,4,Crowded area; safe but watch for pickpocketing.
11.091784,76.930491,community_watch,Community Watch Point 1657,6,Active local community monitoring area.
11.080228,76.868586,isolated_area,Isolated Stretch 1658,1,Low foot traffic; avoid during late hours.
10.989516,76.876934,isolated_area,Isolated Stretch 1659,4,Low foot traffic; avoid during late hours.
11.014429,77.037199,night_patrol_point,Night Patrol Point 1660,6,Regular police patrol during night.
10.972502,76.979796,traffic_risk,Accident Prone Area 1661,3,High accident probability due to traffic conditions.
10.976023,76.878995,community_watch,Community Watch Point 1662,8,Active local community monitoring area.
10.977033,77.006444,traffic_risk,Accident Prone Area 1663,1,High accident probability due to traffic conditions.
10.978894,76.888949,community_watch,Community Watch Point 1664,9,Active local community monitoring area.
10.95197,76.881515,traffic_risk,Accident Prone Area 1665,4,High accident probability due to traffic conditions.
11.088496,76.970012,police_station,Police Station 1666,6,Nearby police presence improves safety.
11.012368,77.020696,night_patrol_point,Night Patrol Point 1667,9,Regular police patrol during night.
10.977469,76.861471,well_lit_area,Well Lit Street 1668,10,Street has good lighting; relatively safer at night.
10.958703,76.968804,isolated_area,Isolated Stretch 1669,2,Low foot traffic; avoid during late hours.
10.952451,76.856585,crime_hotspot,Reported Incident Zone 1670,2,Area with past reported theft or incidents; caution advised.
10.975155,76.908914,hospital,Hospital 1671,9,Emergency medical services available nearby.
11.028872,77.01788,isolated_area,Isolated Stretch 1672,2,Low foot traffic; avoid during late hours.
11.01532,76.852163,school_zone,School Zone 1673,8,Frequent pedestrian movement; safer during day.
10.971269,76.972239,busy_market,Market Area 1674,4,Crowded area; safe but watch for pickpocketing.
11.039556,76.930584,night_patrol_point,Night Patrol Point 1675,10,Regular police patrol during night.
11.096311,76.981342,school_zone,School Zone 1676,6,Frequent pedestrian movement; safer during day.
11.040679,76.856961,well_lit_area,Well Lit Street 1677,10,Street has good lighting; relatively safer at night.
10.950158,77.000278,police_station,Police Station 1678,7,Nearby police presence improves safety.
11.07939,76.867148,police_station,Police Station 1679,8,Nearby police presence improves safety.
11.076129,76.899345,community_watch,Community Watch Point 1680,10,Active local community monitoring area.
11.072105,76.853169,hospital,Hospital 1681,9,Emergency medical services available nearby.
11.052261,76.931324,hospital,Hospital 1682,7,Emergency medical services available nearby.
10.95393,77.024742,school_zone,School Zone 1683,7,Frequent pedestrian movement; safer during day.
11.002283,76.989268,busy_market,Market Area 1684,5,Crowded area; safe but watch for pickpocketing.
10.971377,76.902273,isolated_area,Isolated Stretch 1685,1,Low foot traffic; avoid during late hours.
10.96749,77.046772,police_station,Police Station 1686,9,Nearby police presence improves safety.
10.961289,76.929673,community_watch,Community Watch Point 1687,8,Active local community monitoring area.
11.070598,76.917273,well_lit_area,Well Lit Street 1688,7,Street has good lighting; relatively safer at night.
10.969537,77.022408,school_zone,School Zone 1689,7,Frequent pedestrian movement; safer during day.
11.003491,76.929249,night_patrol_point,Night Patrol Point 1690,10,Regular police patrol during night.
11.036711,77.036067,hospital,Hospital 1691,9,Emergency medical services available nearby.
11.047409,76.962515,well_lit_area,Well Lit Street 1692,9,Street has good lighting; relatively safer at night.
11.089961,77.002427,isolated_area,Isolated Stretch 1693,3,Low foot traffic; avoid during late hours.
11.000893,76.876653,well_lit_area,Well Lit Street 1694,8,Street has good lighting; relatively safer at night.
11.03192,76.887322,night_patrol_point,Night Patrol Point 1695,6,Regular police patrol during night.
11.019835,76.870229,police_station,Police Station 1696,6,Nearby police presence improves safety.
10.987844,76.920337,police_station,Police Station 1697,8,Nearby police presence improves safety.
11.067573,76.969034,isolated_area,Isolated Stretch 1698,1,Low foot traffic; avoid during late hours.
10.989138,76.856587,police_station,Police Station 1699,10,Nearby police presence improves safety.
11.073427,76.861626,community_watch,Community Watch Point 1700,8,Active local community monitoring area.
10.961881,76.8725,community_watch,Community Watch Point 1701,10,Active local community monitoring area.
11.008775,77.036781,busy_market,Market Area 1702,6,Crowded area; safe but watch for pickpocketing.
10.9537,77.022998,busy_market,Market Area 1703,6,Crowded area; safe but watch for pickpocketing.
11.079673,76.852101,hospital,Hospital 1704,8,Emergency medical services available nearby.
11.077756,77.042823,traffic_risk,Accident Prone Area 1705,3,High accident probability due to traffic conditions.
11.006794,76.870201,crime_hotspot,Reported Incident Zone 1706,3,Area with past reported theft or incidents; caution advised.
10.95646,77.002392,isolated_area,Isolated Stretch 1707,1,Low foot traffic; avoid during late hours.
10.997318,77.048227,busy_market,Market Area 1708,6,Crowded area; safe but watch for pickpocketing.
11.046849,77.045643,crime_hotspot,Reported Incident Zone 1709,4,Area with past reported theft or incidents; caution advised.
11.024448,76.919105,well_lit_area,Well Lit Street 1710,6,Street has good lighting; relatively safer at night.
11.054623,76.92488,police_station,Police Station 1711,7,Nearby police presence improves safety.
10.991564,76.905571,isolated_area,Isolated Stretch 1712,4,Low foot traffic; avoid during late hours.
10.985061,76.942786,isolated_area,Isolated Stretch 1713,2,Low foot traffic; avoid during late hours.
10.985474,77.012969,community_watch,Community Watch Point 1714,8,Active local community monitoring area.
10.958822,77.016438,isolated_area,Isolated Stretch 1715,3,Low foot traffic; avoid during late hours.
11.03207,76.965602,crime_hotspot,Reported Incident Zone 1716,1,Area with past reported theft or incidents; caution advised.
10.99765,76.927723,police_station,Police Station 1717,9,Nearby police presence improves safety.
11.067695,76.856937,busy_market,Market Area 1718,5,Crowded area; safe but watch for pickpocketing.
11.090554,76.862665,hospital,Hospital 1719,10,Emergency medical services available nearby.
10.969248,76.943074,hospital,Hospital 1720,8,Emergency medical services available nearby.
10.999151,76.915073,community_watch,Community Watch Point 1721,6,Active local community monitoring area.
11.002708,76.919776,community_watch,Community Watch Point 1722,8,Active local community monitoring area.
10.973994,76.859222,isolated_area,Isolated Stretch 1723,4,Low foot traffic; avoid during late hours.
11.001052,76.933325,crime_hotspot,Reported Incident Zone 1724,3,Area with past reported theft or incidents; caution advised.
10.993674,76.891807,night_patrol_point,Night Patrol Point 1725,8,Regular police patrol during night.
10.95372,77.03481,community_watch,Community Watch Point 1726,9,Active local community monitoring area.
10.993748,77.007698,well_lit_area,Well Lit Street 1727,10,Street has good lighting; relatively safer at night.
11.085701,76.925701,night_patrol_point,Night Patrol Point 1728,10,Regular police patrol during night.
11.075884,76.90247,community_watch,Community Watch Point 1729,10,Active local community monitoring area.
11.009468,77.026124,community_watch,Community Watch Point 1730,10,Active local community monitoring area.
11.004202,76.876313,well_lit_area,Well Lit Street 1731,7,Street has good lighting; relatively safer at night.
11.008116,77.020378,traffic_risk,Accident Prone Area 1732,3,High accident probability due to traffic conditions.
11.097411,77.013821,night_patrol_point,Night Patrol Point 1733,7,Regular police patrol during night.
11.034951,76.906447,crime_hotspot,Reported Incident Zone 1734,2,Area with past reported theft or incidents; caution advised.
11.065262,77.043955,community_watch,Community Watch Point 1735,10,Active local community monitoring area.
11.041243,76.930169,crime_hotspot,Reported Incident Zone 1736,4,Area with past reported theft or incidents; caution advised.
11.027638,76.997463,well_lit_area,Well Lit Street 1737,6,Street has good lighting; relatively safer at night.
10.958915,76.972816,community_watch,Community Watch Point 1738,10,Active local community monitoring area.
10.99191,76.857934,police_station,Police Station 1739,8,Nearby police presence improves safety.
11.090175,76.94559,hospital,Hospital 1740,9,Emergency medical services available nearby.
10.970996,76.961462,school_zone,School Zone 1741,7,Frequent pedestrian movement; safer during day.
11.002626,77.037815,isolated_area,Isolated Stretch 1742,2,Low foot traffic; avoid during late hours.
11.080717,76.958831,hospital,Hospital 1743,9,Emergency medical services available nearby.
11.044644,77.037477,well_lit_area,Well Lit Street 1744,7,Street has good lighting; relatively safer at night.
11.092992,76.91888,school_zone,School Zone 1745,8,Frequent pedestrian movement; safer during day.
11.080279,76.947025,community_watch,Community Watch Point 1746,7,Active local community monitoring area.
11.053608,77.018054,community_watch,Community Watch Point 1747,9,Active local community monitoring area.
11.018692,76.96006,school_zone,School Zone 1748,9,Frequent pedestrian movement; safer during day.
10.98031,76.963401,night_patrol_point,Night Patrol Point 1749,10,Regular police patrol during night.
11.039245,76.971088,hospital,Hospital 1750,6,Emergency medical services available nearby.
10.969655,76.855862,hospital,Hospital 1751,6,Emergency medical services available nearby.
10.987988,77.000974,busy_market,Market Area 1752,6,Crowded area; safe but watch for pickpocketing.
10.963138,76.950163,well_lit_area,Well Lit Street 1753,8,Street has good lighting; relatively safer at night.
10.974512,76.921162,crime_hotspot,Reported Incident Zone 1754,2,Area with past reported theft or incidents; caution advised.
10.998194,76.888831,busy_market,Market Area 1755,4,Crowded area; safe but watch for pickpocketing.
10.966704,77.029235,traffic_risk,Accident Prone Area 1756,2,High accident probability due to traffic conditions.
11.034539,76.95666,crime_hotspot,Reported Incident Zone 1757,3,Area with past reported theft or incidents; caution advised.
11.040911,76.903475,school_zone,School Zone 1758,6,Frequent pedestrian movement; safer during day.
11.075607,76.859829,police_station,Police Station 1759,7,Nearby police presence improves safety.
11.078574,77.003946,well_lit_area,Well Lit Street 1760,10,Street has good lighting; relatively safer at night.
10.975861,76.884388,community_watch,Community Watch Point 1761,8,Active local community monitoring area.
11.065103,76.916458,school_zone,School Zone 1762,8,Frequent pedestrian movement; safer during day.
11.069179,77.018925,community_watch,Community Watch Point 1763,10,Active local community monitoring area.
11.032089,76.894509,school_zone,School Zone 1764,7,Frequent pedestrian movement; safer during day.
11.052733,76.919247,police_station,Police Station 1765,7,Nearby police presence improves safety.
10.98819,77.002032,hospital,Hospital 1766,10,Emergency medical services available nearby.
11.057596,76.940636,night_patrol_point,Night Patrol Point 1767,6,Regular police patrol during night.
11.040558,76.955426,traffic_risk,Accident Prone Area 1768,3,High accident probability due to traffic conditions.
11.088671,76.960796,night_patrol_point,Night Patrol Point 1769,7,Regular police patrol during night.
10.965097,76.940383,traffic_risk,Accident Prone Area 1770,3,High accident probability due to traffic conditions.
11.099744,76.901864,well_lit_area,Well Lit Street 1771,9,Street has good lighting; relatively safer at night.
11.096032,76.933577,traffic_risk,Accident Prone Area 1772,3,High accident probability due to traffic conditions.
10.977733,76.896301,hospital,Hospital 1773,9,Emergency medical services available nearby.
10.953663,77.01278,traffic_risk,Accident Prone Area 1774,4,High accident probability due to traffic conditions.
11.040772,76.921397,crime_hotspot,Reported Incident Zone 1775,2,Area with past reported theft or incidents; caution advised.
11.066551,76.85356,hospital,Hospital 1776,7,Emergency medical services available nearby.
10.982936,76.933158,isolated_area,Isolated Stretch 1777,1,Low foot traffic; avoid during late hours.
11.067109,76.882457,hospital,Hospital 1778,7,Emergency medical services available nearby.
10.996698,76.956384,traffic_risk,Accident Prone Area 1779,4,High accident probability due to traffic conditions.
11.041463,77.001878,police_station,Police Station 1780,9,Nearby police presence improves safety.
11.009944,76.958415,community_watch,Community Watch Point 1781,6,Active local community monitoring area.
11.077492,76.926666,crime_hotspot,Reported Incident Zone 1782,4,Area with past reported theft or incidents; caution advised.
11.024128,77.044523,busy_market,Market Area 1783,5,Crowded area; safe but watch for pickpocketing.
11.01085,77.01654,school_zone,School Zone 1784,8,Frequent pedestrian movement; safer during day.
10.977299,76.881841,hospital,Hospital 1785,10,Emergency medical services available nearby.
11.096991,76.887841,school_zone,School Zone 1786,6,Frequent pedestrian movement; safer during day.
11.070201,76.857213,night_patrol_point,Night Patrol Point 1787,6,Regular police patrol during night.
11.057549,76.929867,traffic_risk,Accident Prone Area 1788,4,High accident probability due to traffic conditions.
11.031814,76.861271,school_zone,School Zone 1789,9,Frequent pedestrian movement; safer during day.
11.050758,77.02846,school_zone,School Zone 1790,10,Frequent pedestrian movement; safer during day.
11.068801,76.852773,hospital,Hospital 1791,6,Emergency medical services available nearby.
11.024355,76.909917,busy_market,Market Area 1792,5,Crowded area; safe but watch for pickpocketing.
11.043057,76.966196,well_lit_area,Well Lit Street 1793,10,Street has good lighting; relatively safer at night.
10.972243,76.866748,hospital,Hospital 1794,8,Emergency medical services available nearby.
11.010683,77.021188,school_zone,School Zone 1795,7,Frequent pedestrian movement; safer during day.
10.968752,76.867271,hospital,Hospital 1796,6,Emergency medical services available nearby.
10.966597,77.025928,well_lit_area,Well Lit Street 1797,6,Street has good lighting; relatively safer at night.
10.950024,77.025751,traffic_risk,Accident Prone Area 1798,3,High accident probability due to traffic conditions.
11.007836,76.938956,night_patrol_point,Night Patrol Point 1799,9,Regular police patrol during night.
11.093056,77.005569,night_patrol_point,Night Patrol Point 1800,9,Regular police patrol during night.
11.071669,76.969192,school_zone,School Zone 1801,9,Frequent pedestrian movement; safer during day.
11.064179,76.916351,traffic_risk,Accident Prone Area 1802,4,High accident probability due to traffic conditions.
11.049628,77.011893,well_lit_area,Well Lit Street 1803,8,Street has good lighting; relatively safer at night.
10.951086,76.973909,traffic_risk,Accident Prone Area 1804,2,High accident probability due to traffic conditions.
10.998637,76.949043,crime_hotspot,Reported Incident Zone 1805,1,Area with past reported theft or incidents; caution advised.
11.06887,76.972356,hospital,Hospital 1806,8,Emergency medical services available nearby.
11.010115,76.925668,isolated_area,Isolated Stretch 1807,1,Low foot traffic; avoid during late hours.
11.011182,77.038062,hospital,Hospital 1808,8,Emergency medical services available nearby.
11.064578,76.881471,well_lit_area,Well Lit Street 1809,9,Street has good lighting; relatively safer at night.
11.054166,76.873651,police_station,Police Station 1810,10,Nearby police presence improves safety.
11.021802,76.982577,isolated_area,Isolated Stretch 1811,3,Low foot traffic; avoid during late hours.
11.011866,76.99813,hospital,Hospital 1812,10,Emergency medical services available nearby.
10.970786,76.948995,isolated_area,Isolated Stretch 1813,3,Low foot traffic; avoid during late hours.
10.989764,76.919268,busy_market,Market Area 1814,6,Crowded area; safe but watch for pickpocketing.
10.986103,76.938519,police_station,Police Station 1815,10,Nearby police presence improves safety.
11.023116,76.95443,community_watch,Community Watch Point 1816,10,Active local community monitoring area.
10.998705,76.935097,hospital,Hospital 1817,8,Emergency medical services available nearby.
10.978123,76.921253,isolated_area,Isolated Stretch 1818,1,Low foot traffic; avoid during late hours.
11.039968,76.983029,crime_hotspot,Reported Incident Zone 1819,1,Area with past reported theft or incidents; caution advised.
11.099428,76.959609,isolated_area,Isolated Stretch 1820,4,Low foot traffic; avoid during late hours.
10.990932,76.968336,night_patrol_point,Night Patrol Point 1821,10,Regular police patrol during night.
11.005771,76.988886,police_station,Police Station 1822,9,Nearby police presence improves safety.
11.005054,76.889999,crime_hotspot,Reported Incident Zone 1823,3,Area with past reported theft or incidents; caution advised.
10.967493,76.859829,police_station,Police Station 1824,9,Nearby police presence improves safety.
11.06321,76.93308,community_watch,Community Watch Point 1825,10,Active local community monitoring area.
10.992946,76.983535,hospital,Hospital 1826,10,Emergency medical services available nearby.
10.98945,76.851922,isolated_area,Isolated Stretch 1827,2,Low foot traffic; avoid during late hours.
10.953429,76.874913,well_lit_area,Well Lit Street 1828,8,Street has good lighting; relatively safer at night.
10.964501,77.00911,busy_market,Market Area 1829,4,Crowded area; safe but watch for pickpocketing.
11.054913,76.853887,community_watch,Community Watch Point 1830,7,Active local community monitoring area.
10.971792,77.036979,hospital,Hospital 1831,9,Emergency medical services available nearby.
11.075672,77.045563,crime_hotspot,Reported Incident Zone 1832,2,Area with past reported theft or incidents; caution advised.
10.997237,77.030264,police_station,Police Station 1833,7,Nearby police presence improves safety.
11.010423,76.856578,well_lit_area,Well Lit Street 1834,9,Street has good lighting; relatively safer at night.
11.004166,76.959323,isolated_area,Isolated Stretch 1835,3,Low foot traffic; avoid during late hours.
11.065803,77.025628,police_station,Police Station 1836,9,Nearby police presence improves safety.
11.025535,76.97433,hospital,Hospital 1837,6,Emergency medical services available nearby.
11.09158,77.025535,police_station,Police Station 1838,10,Nearby police presence improves safety.
10.972248,76.929024,isolated_area,Isolated Stretch 1839,3,Low foot traffic; avoid during late hours.
11.075297,76.879954,police_station,Police Station 1840,7,Nearby police presence improves safety.
10.967317,76.96198,night_patrol_point,Night Patrol Point 1841,9,Regular police patrol during night.
10.971169,77.044247,hospital,Hospital 1842,9,Emergency medical services available nearby.
11.055608,76.952005,traffic_risk,Accident Prone Area 1843,3,High accident probability due to traffic conditions.
11.037192,77.026024,busy_market,Market Area 1844,6,Crowded area; safe but watch for pickpocketing.
11.040875,77.015586,isolated_area,Isolated Stretch 1845,1,Low foot traffic; avoid during late hours.
11.015273,76.951821,busy_market,Market Area 1846,5,Crowded area; safe but watch for pickpocketing.
11.097089,76.934167,isolated_area,Isolated Stretch 1847,4,Low foot traffic; avoid during late hours.
11.07661,77.013069,school_zone,School Zone 1848,9,Frequent pedestrian movement; safer during day.
