id,category,latitude,longitude,safety_score,geom
1203,transit_stop,12.928378,80.300941,10,POINT(80.300941 12.928378)
1204,police_station,12.974307,80.251434,100,POINT(80.251434 12.974307)
1205,transit_stop,12.941987,80.304861,10,POINT(80.304861 12.941987)
1206,store_24h,13.124157,80.302764,30,POINT(80.302764 13.124157)
1207,street_light,13.022223,80.301686,20,POINT(80.301686 13.022223)
1208,street_light,12.925982,80.234048,20,POINT(80.234048 12.925982)
1209,theft_burglary,13.112257,80.203834,-40,POINT(80.203834 13.112257)
1210,theft_burglary,13.096091,80.26444,-40,POINT(80.26444 13.096091)
1211,dark_alley,13.148508,80.308522,-20,POINT(80.308522 13.148508)
1212,street_light,12.919375,80.172324,20,POINT(80.172324 12.919375)
1213,hotspot,13.013106,80.277166,-60,POINT(80.277166 13.013106)
1214,transit_stop,13.079222,80.203469,10,POINT(80.203469 13.079222)
1215,transit_stop,13.044951,80.300222,10,POINT(80.300222 13.044951)
1216,hotspot,13.063322,80.195024,-60,POINT(80.195024 13.063322)
1217,theft_burglary,13.077334,80.234044,-40,POINT(80.234044 13.077334)
1218,transit_stop,12.968305,80.251603,10,POINT(80.251603 12.968305)
1219,dark_alley,13.039077,80.235032,-20,POINT(80.235032 13.039077)
1220,hotspot,13.133236,80.295763,-60,POINT(80.295763 13.133236)
1221,street_light,12.952553,80.203668,20,POINT(80.203668 12.952553)
1222,theft_burglary,12.959505,80.217566,-40,POINT(80.217566 12.959505)
1223,street_light,13.102287,80.237403,20,POINT(80.237403 13.102287)
1224,store_24h,12.96133,80.286995,30,POINT(80.286995 12.96133)
1225,street_light,13.059676,80.207253,20,POINT(80.207253 13.059676)
1226,dark_alley,13.137286,80.254634,-20,POINT(80.254634 13.137286)
1227,transit_stop,13.097963,80.26344,10,POINT(80.26344 13.097963)
1228,transit_stop,13.149203,80.20468,10,POINT(80.20468 13.149203)
1229,street_light,12.996852,80.209306,20,POINT(80.209306 12.996852)
1230,transit_stop,12.938092,80.259077,10,POINT(80.259077 12.938092)
1231,street_light,12.936453,80.188159,20,POINT(80.188159 12.936453)
1232,store_24h,12.953836,80.216875,30,POINT(80.216875 12.953836)
1233,store_24h,13.115796,80.221022,30,POINT(80.221022 13.115796)
1234,theft_burglary,13.135467,80.270312,-40,POINT(80.270312 13.135467)
1235,store_24h,12.965983,80.196506,30,POINT(80.196506 12.965983)
1236,hospital_clinic,13.048478,80.270242,50,POINT(80.270242 13.048478)
1237,police_station,12.97263,80.284628,100,POINT(80.284628 12.97263)
1238,store_24h,12.949077,80.17912,30,POINT(80.17912 12.949077)
1239,street_light,13.025136,80.243077,20,POINT(80.243077 13.025136)
1240,hotspot,12.961896,80.287098,-60,POINT(80.287098 12.961896)
1241,dark_alley,13.100174,80.248328,-20,POINT(80.248328 13.100174)
1242,street_light,13.089202,80.269334,20,POINT(80.269334 13.089202)
1243,assault_robbery,13.017046,80.251548,-100,POINT(80.251548 13.017046)
1244,transit_stop,12.990268,80.177185,10,POINT(80.177185 12.990268)
1245,street_light,12.9175,80.219893,20,POINT(80.219893 12.9175)
1246,hospital_clinic,13.110703,80.199842,50,POINT(80.199842 13.110703)
1247,transit_stop,13.130858,80.184926,10,POINT(80.184926 13.130858)
1248,transit_stop,13.121754,80.229466,10,POINT(80.229466 13.121754)
1249,assault_robbery,13.149365,80.211914,-100,POINT(80.211914 13.149365)
1250,store_24h,13.076038,80.224703,30,POINT(80.224703 13.076038)
1251,hotspot,12.948873,80.259464,-60,POINT(80.259464 12.948873)
1252,hotspot,13.069781,80.241924,-60,POINT(80.241924 13.069781)
1253,street_light,12.976241,80.257807,20,POINT(80.257807 12.976241)
1254,transit_stop,12.923799,80.245874,10,POINT(80.245874 12.923799)
1255,theft_burglary,13.082028,80.219031,-40,POINT(80.219031 13.082028)
1256,store_24h,12.983172,80.206037,30,POINT(80.206037 12.983172)
1257,store_24h,13.041169,80.195396,30,POINT(80.195396 13.041169)
1258,street_light,13.057922,80.297787,20,POINT(80.297787 13.057922)
1259,hotspot,12.957154,80.257976,-60,POINT(80.257976 12.957154)
1260,transit_stop,13.080848,80.272592,10,POINT(80.272592 13.080848)
1261,street_light,13.082045,80.262915,20,POINT(80.262915 13.082045)
1262,store_24h,13.028034,80.256356,30,POINT(80.256356 13.028034)
1263,dark_alley,12.93336,80.266588,-20,POINT(80.266588 12.93336)
1264,hotspot,12.921304,80.244678,-60,POINT(80.244678 12.921304)
1265,transit_stop,13.122391,80.301462,10,POINT(80.301462 13.122391)
1266,assault_robbery,13.059595,80.217975,-100,POINT(80.217975 13.059595)
1267,transit_stop,12.94009,80.176701,10,POINT(80.176701 12.94009)
1268,transit_stop,12.923031,80.213304,10,POINT(80.213304 12.923031)
1269,store_24h,12.981108,80.191021,30,POINT(80.191021 12.981108)
1270,street_light,12.989504,80.255091,20,POINT(80.255091 12.989504)
1271,police_station,13.066745,80.283042,100,POINT(80.283042 13.066745)
1272,street_light,13.075719,80.270388,20,POINT(80.270388 13.075719)
1273,street_light,13.088756,80.190074,20,POINT(80.190074 13.088756)
1274,street_light,13.12346,80.214775,20,POINT(80.214775 13.12346)
1275,dark_alley,13.069898,80.223237,-20,POINT(80.223237 13.069898)
1276,hotspot,12.921193,80.302378,-60,POINT(80.302378 12.921193)
1277,dark_alley,12.924188,80.248274,-20,POINT(80.248274 12.924188)
1278,store_24h,12.994075,80.192303,30,POINT(80.192303 12.994075)
1279,store_24h,13.015916,80.18107,30,POINT(80.18107 13.015916)
1280,theft_burglary,13.056107,80.261862,-40,POINT(80.261862 13.056107)
1281,store_24h,13.101305,80.282029,30,POINT(80.282029 13.101305)
1282,street_light,13.14283,80.197825,20,POINT(80.197825 13.14283)
1283,store_24h,12.910343,80.210662,30,POINT(80.210662 12.910343)
1284,dark_alley,13.070946,80.278765,-20,POINT(80.278765 13.070946)
1285,dark_alley,13.052265,80.273355,-20,POINT(80.273355 13.052265)
1286,transit_stop,13.066854,80.299483,10,POINT(80.299483 13.066854)
1287,assault_robbery,13.107,80.230766,-100,POINT(80.230766 13.107)
1288,dark_alley,13.057428,80.266209,-20,POINT(80.266209 13.057428)
1289,street_light,13.123748,80.192635,20,POINT(80.192635 13.123748)
1290,store_24h,12.974012,80.239624,30,POINT(80.239624 12.974012)
1291,street_light,12.970857,80.217686,20,POINT(80.217686 12.970857)
1292,store_24h,13.044515,80.198378,30,POINT(80.198378 13.044515)
1293,store_24h,13.149353,80.270755,30,POINT(80.270755 13.149353)
1294,theft_burglary,13.055324,80.246011,-40,POINT(80.246011 13.055324)
1295,store_24h,12.941933,80.3032,30,POINT(80.3032 12.941933)
1296,transit_stop,13.088663,80.239745,10,POINT(80.239745 13.088663)
1297,theft_burglary,12.919294,80.220593,-40,POINT(80.220593 12.919294)
1298,police_station,13.114001,80.264796,100,POINT(80.264796 13.114001)
1299,street_light,12.944131,80.179915,20,POINT(80.179915 12.944131)
1300,theft_burglary,12.989117,80.179611,-40,POINT(80.179611 12.989117)
1301,hotspot,13.037728,80.292348,-60,POINT(80.292348 13.037728)
1302,street_light,12.973144,80.222684,20,POINT(80.222684 12.973144)
1303,theft_burglary,13.120488,80.230288,-40,POINT(80.230288 13.120488)
1304,police_station,13.035607,80.243517,100,POINT(80.243517 13.035607)
1305,street_light,13.005077,80.246588,20,POINT(80.246588 13.005077)
1306,transit_stop,12.920344,80.204874,10,POINT(80.204874 12.920344)
1307,police_station,12.905814,80.263961,100,POINT(80.263961 12.905814)
1308,store_24h,12.933834,80.186785,30,POINT(80.186785 12.933834)
1309,hotspot,13.037064,80.25024,-60,POINT(80.25024 13.037064)
1310,street_light,13.114704,80.300073,20,POINT(80.300073 13.114704)
1311,dark_alley,12.910382,80.292519,-20,POINT(80.292519 12.910382)
1312,street_light,13.035267,80.216022,20,POINT(80.216022 13.035267)
1313,store_24h,13.016215,80.195687,30,POINT(80.195687 13.016215)
1314,street_light,13.040408,80.245223,20,POINT(80.245223 13.040408)
1315,transit_stop,12.988338,80.275201,10,POINT(80.275201 12.988338)
1316,transit_stop,13.084012,80.196734,10,POINT(80.196734 13.084012)
1317,dark_alley,13.053739,80.308225,-20,POINT(80.308225 13.053739)
1318,hotspot,13.103298,80.297249,-60,POINT(80.297249 13.103298)
1319,hotspot,13.123492,80.285956,-60,POINT(80.285956 13.123492)
1320,dark_alley,12.980081,80.244818,-20,POINT(80.244818 12.980081)
1321,street_light,12.920197,80.26343,20,POINT(80.26343 12.920197)
1322,transit_stop,12.967048,80.309184,10,POINT(80.309184 12.967048)
1323,transit_stop,12.990955,80.253256,10,POINT(80.253256 12.990955)
1324,store_24h,13.01805,80.19087,30,POINT(80.19087 13.01805)
1325,dark_alley,13.077658,80.29674,-20,POINT(80.29674 13.077658)
1326,dark_alley,13.067301,80.171971,-20,POINT(80.171971 13.067301)
1327,street_light,13.065507,80.183331,20,POINT(80.183331 13.065507)
1328,police_station,12.940309,80.305737,100,POINT(80.305737 12.940309)
1329,street_light,13.135129,80.188013,20,POINT(80.188013 13.135129)
1330,street_light,12.962338,80.179521,20,POINT(80.179521 12.962338)
1331,street_light,13.049166,80.281644,20,POINT(80.281644 13.049166)
1332,police_station,12.944573,80.185986,100,POINT(80.185986 12.944573)
1333,street_light,12.903622,80.304415,20,POINT(80.304415 12.903622)
1334,hospital_clinic,12.965955,80.264084,50,POINT(80.264084 12.965955)
1335,street_light,12.987113,80.219948,20,POINT(80.219948 12.987113)
1336,street_light,13.091575,80.231978,20,POINT(80.231978 13.091575)
1337,street_light,13.107607,80.250782,20,POINT(80.250782 13.107607)
1338,transit_stop,13.14163,80.254162,10,POINT(80.254162 13.14163)
1339,theft_burglary,13.027232,80.285982,-40,POINT(80.285982 13.027232)
1340,hospital_clinic,12.97931,80.283077,50,POINT(80.283077 12.97931)
1341,street_light,13.070703,80.257563,20,POINT(80.257563 13.070703)
1342,transit_stop,13.043926,80.194888,10,POINT(80.194888 13.043926)
1343,assault_robbery,12.976405,80.194055,-100,POINT(80.194055 12.976405)
1344,theft_burglary,13.075662,80.170538,-40,POINT(80.170538 13.075662)
1345,street_light,12.929988,80.242081,20,POINT(80.242081 12.929988)
1346,dark_alley,12.914338,80.181803,-20,POINT(80.181803 12.914338)
1347,street_light,12.996854,80.236257,20,POINT(80.236257 12.996854)
1348,assault_robbery,13.037627,80.222704,-100,POINT(80.222704 13.037627)
1349,street_light,13.125485,80.300298,20,POINT(80.300298 13.125485)
1350,street_light,13.025692,80.226346,20,POINT(80.226346 13.025692)
1351,dark_alley,13.006842,80.236476,-20,POINT(80.236476 13.006842)
1352,theft_burglary,12.946946,80.172029,-40,POINT(80.172029 12.946946)
1353,store_24h,13.1369,80.263706,30,POINT(80.263706 13.1369)
1354,theft_burglary,13.119071,80.240899,-40,POINT(80.240899 13.119071)
1355,street_light,12.975513,80.183226,20,POINT(80.183226 12.975513)
1356,hospital_clinic,13.139521,80.187937,50,POINT(80.187937 13.139521)
1357,dark_alley,12.914693,80.221895,-20,POINT(80.221895 12.914693)
1358,theft_burglary,13.076669,80.246878,-40,POINT(80.246878 13.076669)
1359,theft_burglary,12.998918,80.283256,-40,POINT(80.283256 12.998918)
1360,theft_burglary,13.029407,80.281728,-40,POINT(80.281728 13.029407)
1361,hospital_clinic,13.049464,80.189235,50,POINT(80.189235 13.049464)
1362,assault_robbery,12.964658,80.201822,-100,POINT(80.201822 12.964658)
1363,dark_alley,12.974464,80.292049,-20,POINT(80.292049 12.974464)
1364,street_light,12.986966,80.2798,20,POINT(80.2798 12.986966)
1365,hotspot,12.962594,80.173391,-60,POINT(80.173391 12.962594)
1366,street_light,12.982806,80.259797,20,POINT(80.259797 12.982806)
1367,transit_stop,13.131842,80.212226,10,POINT(80.212226 13.131842)
1368,street_light,12.98086,80.196552,20,POINT(80.196552 12.98086)
1369,street_light,13.129337,80.173981,20,POINT(80.173981 13.129337)
1370,street_light,13.049418,80.306921,20,POINT(80.306921 13.049418)
1371,transit_stop,13.040119,80.173078,10,POINT(80.173078 13.040119)
1372,street_light,13.083928,80.270093,20,POINT(80.270093 13.083928)
1373,transit_stop,12.936561,80.294489,10,POINT(80.294489 12.936561)
1374,street_light,13.112968,80.254838,20,POINT(80.254838 13.112968)
1375,hotspot,12.945096,80.282373,-60,POINT(80.282373 12.945096)
1376,street_light,13.07698,80.243159,20,POINT(80.243159 13.07698)
1377,store_24h,13.03168,80.281912,30,POINT(80.281912 13.03168)
1378,dark_alley,13.095817,80.249324,-20,POINT(80.249324 13.095817)
1379,store_24h,12.974104,80.222771,30,POINT(80.222771 12.974104)
1380,street_light,12.977032,80.171953,20,POINT(80.171953 12.977032)
1381,hotspot,13.01066,80.207264,-60,POINT(80.207264 13.01066)
1382,street_light,12.958297,80.235243,20,POINT(80.235243 12.958297)
1383,hotspot,13.045373,80.197914,-60,POINT(80.197914 13.045373)
1384,street_light,13.000633,80.245723,20,POINT(80.245723 13.000633)
1385,street_light,13.074252,80.187317,20,POINT(80.187317 13.074252)
1386,hospital_clinic,13.028901,80.238982,50,POINT(80.238982 13.028901)
1387,street_light,12.947348,80.260809,20,POINT(80.260809 12.947348)
1388,store_24h,12.96181,80.284054,30,POINT(80.284054 12.96181)
1389,hospital_clinic,12.976089,80.230966,50,POINT(80.230966 12.976089)
1390,store_24h,13.069933,80.203354,30,POINT(80.203354 13.069933)
1391,store_24h,12.902282,80.227415,30,POINT(80.227415 12.902282)
1392,street_light,13.112688,80.261965,20,POINT(80.261965 13.112688)
1393,store_24h,13.031548,80.215569,30,POINT(80.215569 13.031548)
1394,store_24h,12.928892,80.176297,30,POINT(80.176297 12.928892)
1395,police_station,13.055913,80.276578,100,POINT(80.276578 13.055913)
1396,dark_alley,12.961151,80.240421,-20,POINT(80.240421 12.961151)
1397,street_light,13.083766,80.206741,20,POINT(80.206741 13.083766)
1398,theft_burglary,13.012467,80.227581,-40,POINT(80.227581 13.012467)
1399,transit_stop,13.039187,80.231894,10,POINT(80.231894 13.039187)
1400,police_station,13.037339,80.288127,100,POINT(80.288127 13.037339)
1401,street_light,12.99708,80.291053,20,POINT(80.291053 12.99708)
1402,store_24h,13.089206,80.223144,30,POINT(80.223144 13.089206)
1403,dark_alley,12.990302,80.243663,-20,POINT(80.243663 12.990302)
1404,hotspot,13.14641,80.201747,-60,POINT(80.201747 13.14641)
1405,street_light,12.917744,80.30403,20,POINT(80.30403 12.917744)
1406,store_24h,12.988529,80.301566,30,POINT(80.301566 12.988529)
1407,street_light,13.003512,80.270527,20,POINT(80.270527 13.003512)
1408,hotspot,12.954675,80.248158,-60,POINT(80.248158 12.954675)
1409,store_24h,12.927536,80.170376,30,POINT(80.170376 12.927536)
1410,transit_stop,13.10607,80.253852,10,POINT(80.253852 13.10607)
1411,street_light,13.054549,80.258506,20,POINT(80.258506 13.054549)
1412,transit_stop,12.9062,80.301182,10,POINT(80.301182 12.9062)
1413,transit_stop,12.931877,80.281497,10,POINT(80.281497 12.931877)
1414,transit_stop,12.94934,80.29455,10,POINT(80.29455 12.94934)
1415,transit_stop,12.965208,80.298757,10,POINT(80.298757 12.965208)
1416,street_light,12.974053,80.190085,20,POINT(80.190085 12.974053)
1417,street_light,13.116874,80.260835,20,POINT(80.260835 13.116874)
1418,store_24h,13.056919,80.214762,30,POINT(80.214762 13.056919)
1419,hotspot,13.004398,80.283484,-60,POINT(80.283484 13.004398)
1420,street_light,12.986603,80.309376,20,POINT(80.309376 12.986603)
1421,transit_stop,13.061767,80.206469,10,POINT(80.206469 13.061767)
1422,transit_stop,13.019332,80.216904,10,POINT(80.216904 13.019332)
1423,dark_alley,12.964104,80.264695,-20,POINT(80.264695 12.964104)
1424,street_light,13.142676,80.26982,20,POINT(80.26982 13.142676)
1425,dark_alley,12.92997,80.265699,-20,POINT(80.265699 12.92997)
1426,theft_burglary,13.120611,80.176603,-40,POINT(80.176603 13.120611)
1427,hospital_clinic,13.018026,80.304872,50,POINT(80.304872 13.018026)
1428,dark_alley,13.113373,80.220759,-20,POINT(80.220759 13.113373)
1429,dark_alley,13.025353,80.242503,-20,POINT(80.242503 13.025353)
1430,dark_alley,13.132615,80.274122,-20,POINT(80.274122 13.132615)
1431,assault_robbery,12.909608,80.27159,-100,POINT(80.27159 12.909608)
1432,dark_alley,13.065993,80.173805,-20,POINT(80.173805 13.065993)
1433,hospital_clinic,13.114377,80.178319,50,POINT(80.178319 13.114377)
1434,street_light,13.052322,80.233173,20,POINT(80.233173 13.052322)
1435,hospital_clinic,13.102303,80.19852,50,POINT(80.19852 13.102303)
1436,hotspot,12.950182,80.300508,-60,POINT(80.300508 12.950182)
1437,dark_alley,13.092444,80.290333,-20,POINT(80.290333 13.092444)
1438,theft_burglary,12.923841,80.202876,-40,POINT(80.202876 12.923841)
1439,transit_stop,12.950452,80.179414,10,POINT(80.179414 12.950452)
1440,store_24h,13.147687,80.190761,30,POINT(80.190761 13.147687)
1441,transit_stop,13.059363,80.207894,10,POINT(80.207894 13.059363)
1442,hotspot,12.902707,80.187582,-60,POINT(80.187582 12.902707)
1443,transit_stop,12.928209,80.22567,10,POINT(80.22567 12.928209)
1444,transit_stop,13.049819,80.210477,10,POINT(80.210477 13.049819)
1445,dark_alley,13.071017,80.273274,-20,POINT(80.273274 13.071017)
1446,transit_stop,13.148972,80.177861,10,POINT(80.177861 13.148972)
1447,transit_stop,12.936555,80.272299,10,POINT(80.272299 12.936555)
1448,store_24h,13.013555,80.172754,30,POINT(80.172754 13.013555)
1449,street_light,13.071004,80.229188,20,POINT(80.229188 13.071004)
1450,hotspot,12.90714,80.269556,-60,POINT(80.269556 12.90714)
1451,street_light,13.078514,80.267503,20,POINT(80.267503 13.078514)
1452,theft_burglary,13.065604,80.286151,-40,POINT(80.286151 13.065604)
1453,transit_stop,12.971783,80.267229,10,POINT(80.267229 12.971783)
1454,transit_stop,12.943466,80.309735,10,POINT(80.309735 12.943466)
1455,hospital_clinic,12.962987,80.205574,50,POINT(80.205574 12.962987)
1456,street_light,12.907001,80.253719,20,POINT(80.253719 12.907001)
1457,hospital_clinic,13.035713,80.230359,50,POINT(80.230359 13.035713)
1458,street_light,12.916589,80.233786,20,POINT(80.233786 12.916589)
1459,dark_alley,13.087723,80.291743,-20,POINT(80.291743 13.087723)
1460,transit_stop,12.989667,80.176861,10,POINT(80.176861 12.989667)
1461,transit_stop,13.061069,80.260329,10,POINT(80.260329 13.061069)
1462,transit_stop,12.919394,80.229121,10,POINT(80.229121 12.919394)
1463,transit_stop,13.125278,80.191319,10,POINT(80.191319 13.125278)
1464,street_light,12.974935,80.251303,20,POINT(80.251303 12.974935)
1465,assault_robbery,13.131083,80.219349,-100,POINT(80.219349 13.131083)
1466,dark_alley,12.908573,80.275468,-20,POINT(80.275468 12.908573)
1467,police_station,13.098047,80.171069,100,POINT(80.171069 13.098047)
1468,street_light,12.969354,80.241272,20,POINT(80.241272 12.969354)
1469,hotspot,13.084444,80.214821,-60,POINT(80.214821 13.084444)
1470,store_24h,12.982135,80.255871,30,POINT(80.255871 12.982135)
1471,dark_alley,13.082295,80.176388,-20,POINT(80.176388 13.082295)
1472,theft_burglary,13.050112,80.209794,-40,POINT(80.209794 13.050112)
1473,street_light,13.003191,80.263331,20,POINT(80.263331 13.003191)
1474,hotspot,12.909807,80.258854,-60,POINT(80.258854 12.909807)
1475,dark_alley,13.105607,80.20167,-20,POINT(80.20167 13.105607)
1476,dark_alley,12.990861,80.285462,-20,POINT(80.285462 12.990861)
1477,theft_burglary,13.149181,80.263224,-40,POINT(80.263224 13.149181)
1478,street_light,12.915333,80.200362,20,POINT(80.200362 12.915333)
1479,street_light,12.998752,80.174679,20,POINT(80.174679 12.998752)
1480,street_light,13.060554,80.212059,20,POINT(80.212059 13.060554)
1481,transit_stop,13.107318,80.176203,10,POINT(80.176203 13.107318)
1482,dark_alley,13.002946,80.227294,-20,POINT(80.227294 13.002946)
1483,street_light,12.943546,80.302965,20,POINT(80.302965 12.943546)
1484,store_24h,12.924366,80.270218,30,POINT(80.270218 12.924366)
1485,street_light,13.132161,80.28993,20,POINT(80.28993 13.132161)
1486,store_24h,12.949921,80.263106,30,POINT(80.263106 12.949921)
1487,transit_stop,13.062668,80.255515,10,POINT(80.255515 13.062668)
1488,theft_burglary,12.911351,80.214279,-40,POINT(80.214279 12.911351)
1489,theft_burglary,12.933276,80.309087,-40,POINT(80.309087 12.933276)
1490,theft_burglary,13.140872,80.21922,-40,POINT(80.21922 13.140872)
1491,theft_burglary,12.933508,80.17283,-40,POINT(80.17283 12.933508)
1492,store_24h,13.144418,80.236035,30,POINT(80.236035 13.144418)
1493,street_light,13.111415,80.216583,20,POINT(80.216583 13.111415)
1494,street_light,12.981847,80.268496,20,POINT(80.268496 12.981847)
1495,store_24h,13.107159,80.275928,30,POINT(80.275928 13.107159)
1496,dark_alley,13.118305,80.276595,-20,POINT(80.276595 13.118305)
1497,street_light,13.067263,80.304314,20,POINT(80.304314 13.067263)
1498,transit_stop,13.03576,80.2095,10,POINT(80.2095 13.03576)
1499,transit_stop,13.092743,80.238881,10,POINT(80.238881 13.092743)
1500,transit_stop,12.913233,80.196573,10,POINT(80.196573 12.913233)
1501,theft_burglary,13.090782,80.241753,-40,POINT(80.241753 13.090782)
1502,theft_burglary,13.042457,80.264182,-40,POINT(80.264182 13.042457)
1503,dark_alley,13.143642,80.185466,-20,POINT(80.185466 13.143642)
1504,street_light,12.974147,80.176666,20,POINT(80.176666 12.974147)
1505,store_24h,13.08976,80.214733,30,POINT(80.214733 13.08976)
1506,theft_burglary,13.104606,80.304694,-40,POINT(80.304694 13.104606)
1507,street_light,13.147343,80.201951,20,POINT(80.201951 13.147343)
1508,dark_alley,12.937841,80.195545,-20,POINT(80.195545 12.937841)
1509,hotspot,12.971858,80.188519,-60,POINT(80.188519 12.971858)
1510,theft_burglary,12.966028,80.203061,-40,POINT(80.203061 12.966028)
1511,store_24h,12.94719,80.284763,30,POINT(80.284763 12.94719)
1512,transit_stop,13.12953,80.306491,10,POINT(80.306491 13.12953)
1513,transit_stop,12.907532,80.27282,10,POINT(80.27282 12.907532)
1514,street_light,13.00904,80.303299,20,POINT(80.303299 13.00904)
1515,assault_robbery,13.079996,80.300063,-100,POINT(80.300063 13.079996)
1516,transit_stop,12.985975,80.184452,10,POINT(80.184452 12.985975)
1517,store_24h,12.92596,80.293275,30,POINT(80.293275 12.92596)
1518,dark_alley,13.126031,80.192381,-20,POINT(80.192381 13.126031)
1519,police_station,13.071404,80.259651,100,POINT(80.259651 13.071404)
1520,street_light,13.03454,80.295103,20,POINT(80.295103 13.03454)
1521,transit_stop,13.009149,80.250796,10,POINT(80.250796 13.009149)
1522,store_24h,12.959988,80.195258,30,POINT(80.195258 12.959988)
1523,theft_burglary,13.039296,80.21596,-40,POINT(80.21596 13.039296)
1524,dark_alley,13.033328,80.218964,-20,POINT(80.218964 13.033328)
1525,transit_stop,13.037376,80.304191,10,POINT(80.304191 13.037376)
1526,street_light,13.101941,80.294433,20,POINT(80.294433 13.101941)
1527,store_24h,12.927566,80.22761,30,POINT(80.22761 12.927566)
1528,dark_alley,12.93192,80.2492,-20,POINT(80.2492 12.93192)
1529,dark_alley,12.939577,80.22684,-20,POINT(80.22684 12.939577)
1530,hotspot,13.085153,80.280478,-60,POINT(80.280478 13.085153)
1531,street_light,13.117386,80.238623,20,POINT(80.238623 13.117386)
1532,transit_stop,13.102036,80.194224,10,POINT(80.194224 13.102036)
1533,store_24h,13.032684,80.183074,30,POINT(80.183074 13.032684)
1534,transit_stop,13.112616,80.231852,10,POINT(80.231852 13.112616)
1535,theft_burglary,12.906747,80.268635,-40,POINT(80.268635 12.906747)
1536,street_light,13.056529,80.278087,20,POINT(80.278087 13.056529)
1537,store_24h,13.02744,80.298217,30,POINT(80.298217 13.02744)
1538,store_24h,13.111877,80.214466,30,POINT(80.214466 13.111877)
1539,hotspot,12.997135,80.219022,-60,POINT(80.219022 12.997135)
1540,transit_stop,12.972693,80.204453,10,POINT(80.204453 12.972693)
1541,dark_alley,13.089538,80.287284,-20,POINT(80.287284 13.089538)
1542,hospital_clinic,13.094258,80.201476,50,POINT(80.201476 13.094258)
1543,street_light,12.944369,80.287931,20,POINT(80.287931 12.944369)
1544,street_light,13.056255,80.298766,20,POINT(80.298766 13.056255)
1545,store_24h,13.003435,80.17072,30,POINT(80.17072 13.003435)
1546,dark_alley,12.977536,80.196018,-20,POINT(80.196018 12.977536)
1547,hospital_clinic,12.987529,80.257902,50,POINT(80.257902 12.987529)
1548,street_light,12.965646,80.179237,20,POINT(80.179237 12.965646)
1549,hotspot,13.086226,80.245414,-60,POINT(80.245414 13.086226)
1550,transit_stop,12.90004,80.215459,10,POINT(80.215459 12.90004)
1551,assault_robbery,13.059928,80.229495,-100,POINT(80.229495 13.059928)
1552,street_light,12.986882,80.256113,20,POINT(80.256113 12.986882)
1553,store_24h,12.966291,80.203052,30,POINT(80.203052 12.966291)
1554,street_light,13.113012,80.236414,20,POINT(80.236414 13.113012)
1555,transit_stop,13.149371,80.233431,10,POINT(80.233431 13.149371)
1556,store_24h,12.948861,80.229469,30,POINT(80.229469 12.948861)
1557,theft_burglary,12.962846,80.184055,-40,POINT(80.184055 12.962846)
1558,hotspot,12.948611,80.18909,-60,POINT(80.18909 12.948611)
1559,police_station,13.144435,80.304455,100,POINT(80.304455 13.144435)
1560,assault_robbery,12.986894,80.171389,-100,POINT(80.171389 12.986894)
1561,theft_burglary,13.113606,80.303693,-40,POINT(80.303693 13.113606)
1562,transit_stop,12.976452,80.225385,10,POINT(80.225385 12.976452)
1563,theft_burglary,12.925377,80.256252,-40,POINT(80.256252 12.925377)
1564,street_light,13.062847,80.299842,20,POINT(80.299842 13.062847)
1565,hotspot,13.128955,80.254728,-60,POINT(80.254728 13.128955)
1566,store_24h,13.03264,80.229825,30,POINT(80.229825 13.03264)
1567,police_station,13.074864,80.297432,100,POINT(80.297432 13.074864)
1568,police_station,13.026856,80.175006,100,POINT(80.175006 13.026856)
1569,assault_robbery,13.124077,80.195531,-100,POINT(80.195531 13.124077)
1570,transit_stop,12.912564,80.302623,10,POINT(80.302623 12.912564)
1571,street_light,12.935507,80.203454,20,POINT(80.203454 12.935507)
1572,dark_alley,13.134192,80.266298,-20,POINT(80.266298 13.134192)
1573,theft_burglary,12.932707,80.175413,-40,POINT(80.175413 12.932707)
1574,street_light,12.970685,80.216944,20,POINT(80.216944 12.970685)
1575,street_light,12.999749,80.305198,20,POINT(80.305198 12.999749)
1576,transit_stop,13.01074,80.262355,10,POINT(80.262355 13.01074)
1577,street_light,13.106413,80.232818,20,POINT(80.232818 13.106413)
1578,transit_stop,13.070094,80.309243,10,POINT(80.309243 13.070094)
1579,theft_burglary,13.088076,80.29462,-40,POINT(80.29462 13.088076)
1580,hotspot,13.143292,80.272878,-60,POINT(80.272878 13.143292)
1581,dark_alley,13.12199,80.237327,-20,POINT(80.237327 13.12199)
1582,transit_stop,13.080903,80.293703,10,POINT(80.293703 13.080903)
1583,transit_stop,13.017005,80.272114,10,POINT(80.272114 13.017005)
1584,theft_burglary,12.921295,80.245963,-40,POINT(80.245963 12.921295)
1585,hotspot,12.927961,80.282209,-60,POINT(80.282209 12.927961)
1586,street_light,13.037906,80.247018,20,POINT(80.247018 13.037906)
1587,dark_alley,12.975664,80.268211,-20,POINT(80.268211 12.975664)
1588,transit_stop,12.933703,80.191865,10,POINT(80.191865 12.933703)
1589,transit_stop,13.073578,80.196494,10,POINT(80.196494 13.073578)
1590,transit_stop,13.038168,80.288436,10,POINT(80.288436 13.038168)
1591,hotspot,13.112052,80.204029,-60,POINT(80.204029 13.112052)
1592,hotspot,12.948811,80.267539,-60,POINT(80.267539 12.948811)
1593,police_station,13.011827,80.260273,100,POINT(80.260273 13.011827)
